progress | sum    | lcmap  | lcoff  | lleng  | angle  | Acc    | speed

037/1131k| 0.39353| 0.16101| 0.09240| 0.05179| 0.08833| 0.00000| 24.6 
037/1131k| 0.37881| 0.15822| 0.09583| 0.04852| 0.07624| 0.00000| 24.5 
037/1131k| 0.40051| 0.16382| 0.09261| 0.05382| 0.09026| 0.00000| 24.2 
037/1131k| 0.37740| 0.14944| 0.08639| 0.04280| 0.09877| 0.00000| 24.7 
037/1131k| 0.40466| 0.16594| 0.09241| 0.06095| 0.08536| 0.00000| 24.8 
037/1131k| 0.41770| 0.17010| 0.09497| 0.05697| 0.09565| 0.00000| 24.4 
037/1131k| 0.39366| 0.16165| 0.08979| 0.04707| 0.09515| 0.00000| 24.7 
037/1131k| 0.38316| 0.15813| 0.09325| 0.04456| 0.08722| 0.00000| 24.3 
037/1131k| 0.38429| 0.16733| 0.08905| 0.04517| 0.08274| 0.00000| 23.8 
037/1131k| 0.34982| 0.14377| 0.08945| 0.03973| 0.07686| 0.00000| 24.7 
037/1131k| 0.38192| 0.15409| 0.09097| 0.03970| 0.09716| 0.00000| 24.6 
037/1131k| 0.37797| 0.15702| 0.09700| 0.04251| 0.08144| 0.00000| 24.7 
037/1132k| 0.35455| 0.15034| 0.08832| 0.03926| 0.07663| 0.00000| 24.7 
037/1132k| 0.38119| 0.15241| 0.09432| 0.04825| 0.08621| 0.00000| 24.6 
037/1132k| 0.37008| 0.15732| 0.09240| 0.03805| 0.08231| 0.00000| 24.7 
037/1132k| 0.38126| 0.16293| 0.09143| 0.04814| 0.07877| 0.00000| 24.8 
037/1132k| 0.36812| 0.15018| 0.08796| 0.03881| 0.09117| 0.00000| 24.7 
037/1132k| 0.37513| 0.15709| 0.09271| 0.04933| 0.07600| 0.00000| 24.6 
037/1132k| 0.41637| 0.16023| 0.09057| 0.06721| 0.09837| 0.00000| 23.1 
037/1132k| 0.36718| 0.15314| 0.09246| 0.04075| 0.08083| 0.00000| 24.6 
037/1132k| 0.41056| 0.17060| 0.09388| 0.06286| 0.08322| 0.00000| 24.3 
037/1132k| 0.39215| 0.16563| 0.09606| 0.04879| 0.08167| 0.00000| 24.6 
037/1132k| 0.38425| 0.15577| 0.09175| 0.05130| 0.08543| 0.00000| 24.7 
037/1132k| 0.38295| 0.16149| 0.09216| 0.05687| 0.07243| 0.00000| 24.6 
037/1132k| 0.37784| 0.15786| 0.09223| 0.05109| 0.07665| 0.00000| 24.7 
037/1132k| 0.39599| 0.15454| 0.09161| 0.04718| 0.10267| 0.00000| 24.3 
037/1133k| 0.37100| 0.15690| 0.09372| 0.04454| 0.07583| 0.00000| 24.5 
037/1133k| 0.39873| 0.15318| 0.09597| 0.04702| 0.10255| 0.00000| 24.7 
037/1133k| 0.39462| 0.15912| 0.09286| 0.04391| 0.09872| 0.00000| 24.7 
037/1133k| 0.38340| 0.16426| 0.09081| 0.05439| 0.07395| 0.00000| 24.8 
037/1133k| 0.37742| 0.14537| 0.09627| 0.04838| 0.08740| 0.00000| 24.7 
037/1133k| 0.35945| 0.15148| 0.09117| 0.04984| 0.06696| 0.00000| 24.3 
037/1133k| 0.36782| 0.15339| 0.09087| 0.04703| 0.07653| 0.00000| 24.6 
037/1133k| 0.35795| 0.14797| 0.08945| 0.04295| 0.07758| 0.00000| 24.6 
037/1133k| 0.36881| 0.14396| 0.08930| 0.05017| 0.08538| 0.00000| 24.7 
037/1133k| 0.38795| 0.15762| 0.09870| 0.04348| 0.08816| 0.00000| 24.5 
037/1133k| 0.39633| 0.14935| 0.09238| 0.04128| 0.11332| 0.00000| 24.7 
037/1133k| 0.37654| 0.15715| 0.09256| 0.04360| 0.08322| 0.00000| 24.4 
037/1133k| 0.35408| 0.14536| 0.08865| 0.04479| 0.07528| 0.00000| 24.4 
037/1134k| 0.37393| 0.15220| 0.09141| 0.04704| 0.08327| 0.00000| 24.5 
037/1134k| 0.36294| 0.15369| 0.09061| 0.04287| 0.07577| 0.00000| 24.7 
037/1134k| 0.37760| 0.15921| 0.09372| 0.05413| 0.07054| 0.00000| 23.7 
037/1134k| 0.42366| 0.15894| 0.09326| 0.05372| 0.11775| 0.00000| 24.7 
037/1134k| 0.38604| 0.16076| 0.09094| 0.05809| 0.07625| 0.00000| 24.6 
037/1134k| 0.37482| 0.15241| 0.08814| 0.03928| 0.09498| 0.00000| 24.6 
037/1134k| 0.37345| 0.15858| 0.09243| 0.04260| 0.07984| 0.00000| 23.2 
037/1134k| 0.37367| 0.15275| 0.08910| 0.04537| 0.08645| 0.00000| 24.8 
037/1134k| 0.37789| 0.16515| 0.09333| 0.05396| 0.06546| 0.00000| 24.5 
037/1134k| 0.34732| 0.14337| 0.08716| 0.04404| 0.07275| 0.00000| 24.8 
037/1134k| 0.38625| 0.15785| 0.09317| 0.04556| 0.08967| 0.00000| 24.6 
037/1134k| 0.38548| 0.15797| 0.09575| 0.04835| 0.08340| 0.00000| 24.8 
037/1134k| 0.41717| 0.16270| 0.09245| 0.05455| 0.10747| 0.00000| 24.1 
037/1134k| 0.37829| 0.15173| 0.09165| 0.04988| 0.08503| 0.00000| 24.1 
037/1135k| 0.34763| 0.15119| 0.09175| 0.04430| 0.06039| 0.00000| 24.6 
037/1135k| 0.42551| 0.17103| 0.09461| 0.05779| 0.10208| 0.00000| 24.6 
037/1135k| 0.39504| 0.16588| 0.09288| 0.04705| 0.08922| 0.00000| 24.7 
037/1135k| 0.36769| 0.15851| 0.09648| 0.04546| 0.06725| 0.00000| 24.1 
037/1135k| 0.38461| 0.14541| 0.09159| 0.04948| 0.09812| 0.00000| 23.5 
037/1135k| 0.36943| 0.15953| 0.09347| 0.04184| 0.07459| 0.00000| 24.8 
037/1135k| 0.37000| 0.15196| 0.09389| 0.04713| 0.07702| 0.00000| 24.6 
037/1135k| 0.39614| 0.16233| 0.09529| 0.04873| 0.08978| 0.00000| 24.7 
037/1135k| 0.36194| 0.15495| 0.09156| 0.05092| 0.06451| 0.00000| 24.4 
037/1135k| 0.38846| 0.14817| 0.08932| 0.04380| 0.10717| 0.00000| 24.6 
037/1135k| 0.37019| 0.15778| 0.09330| 0.03957| 0.07954| 0.00000| 24.5 
037/1135k| 0.36831| 0.16055| 0.09289| 0.04277| 0.07211| 0.00000| 24.8 
037/1135k| 0.38250| 0.15858| 0.09397| 0.04931| 0.08064| 0.00000| 24.2 
037/1135k| 0.41379| 0.17125| 0.09522| 0.05809| 0.08922| 0.00000| 24.6 
037/1136k| 0.37881| 0.16122| 0.09458| 0.04369| 0.07933| 0.00000| 24.7 
037/1136k| 0.38139| 0.14899| 0.09094| 0.04267| 0.09879| 0.00000| 23.6 
037/1136k| 0.36751| 0.15769| 0.09086| 0.04828| 0.07068| 0.00000| 24.2 
037/1136k| 0.37075| 0.16869| 0.09291| 0.04818| 0.06097| 0.00000| 24.7 
037/1136k| 0.39713| 0.15020| 0.09316| 0.05410| 0.09967| 0.00000| 24.7 
037/1136k| 0.39650| 0.14997| 0.09161| 0.04424| 0.11068| 0.00000| 24.4 
037/1136k| 0.34609| 0.15264| 0.08892| 0.04028| 0.06425| 0.00000| 24.8 
037/1136k| 0.35760| 0.13973| 0.09083| 0.03973| 0.08731| 0.00000| 24.8 
037/1136k| 0.38720| 0.16912| 0.09359| 0.05968| 0.06481| 0.00000| 24.4 
037/1136k| 0.35535| 0.14445| 0.09220| 0.04338| 0.07532| 0.00000| 24.3 
037/1136k| 0.37578| 0.14870| 0.09310| 0.04571| 0.08826| 0.00000| 24.3 
037/1136k| 0.36165| 0.15494| 0.09463| 0.04531| 0.06677| 0.00000| 24.4 
037/1136k| 0.34286| 0.14253| 0.09172| 0.03957| 0.06904| 0.00000| 24.0 
037/1136k| 0.36357| 0.16227| 0.09205| 0.04878| 0.06048| 0.00000| 24.7 
037/1137k| 0.38954| 0.14627| 0.09171| 0.04120| 0.11037| 0.00000| 24.7 
037/1137k| 0.41966| 0.16698| 0.09537| 0.05602| 0.10130| 0.00000| 24.6 
037/1137k| 0.37854| 0.15363| 0.09468| 0.04749| 0.08273| 0.00000| 24.4 
037/1137k| 0.37153| 0.15413| 0.09090| 0.04328| 0.08322| 0.00000| 24.5 
037/1137k| 0.35277| 0.16169| 0.08975| 0.04431| 0.05701| 0.00000| 24.6 
037/1137k| 0.37385| 0.14337| 0.08917| 0.04762| 0.09369| 0.00000| 24.8 
037/1137k| 0.38709| 0.15785| 0.09374| 0.04607| 0.08943| 0.00000| 23.8 
037/1137k| 0.35983| 0.15174| 0.09036| 0.04171| 0.07603| 0.00000| 24.6 
037/1137k| 0.37168| 0.14968| 0.09062| 0.04153| 0.08986| 0.00000| 24.5 
037/1137k| 0.37709| 0.14904| 0.08963| 0.04189| 0.09653| 0.00000| 24.4 
037/1137k| 0.39125| 0.15703| 0.09296| 0.05702| 0.08424| 0.00000| 24.7 
037/1137k| 0.39498| 0.15386| 0.09409| 0.05135| 0.09568| 0.00000| 23.7 
037/1137k| 0.37062| 0.14275| 0.08947| 0.04717| 0.09123| 0.00000| 24.6 
037/1137k| 0.39143| 0.15904| 0.09479| 0.05461| 0.08299| 0.00000| 24.6 
037/1138k| 0.37242| 0.16303| 0.09221| 0.04263| 0.07454| 0.00000| 24.6 
037/1138k| 0.34879| 0.15148| 0.09206| 0.03620| 0.06906| 0.00000| 24.8 
037/1138k| 0.40333| 0.15575| 0.09308| 0.05355| 0.10095| 0.00000| 24.6 
037/1138k| 0.40710| 0.16489| 0.09542| 0.05385| 0.09293| 0.00000| 24.8 
037/1138k| 0.46103| 0.18056| 0.09908| 0.05982| 0.12156| 0.00000| 24.7 
037/1138k| 0.42399| 0.16188| 0.09469| 0.05189| 0.11553| 0.00000| 24.2 
037/1138k| 0.38639| 0.15369| 0.09612| 0.04781| 0.08878| 0.00000| 24.2 
037/1138k| 0.38035| 0.16148| 0.09534| 0.04065| 0.08287| 0.00000| 24.6 
037/1138k| 0.40590| 0.15875| 0.09446| 0.05190| 0.10078| 0.00000| 24.8 
037/1138k| 0.35172| 0.15101| 0.09571| 0.04794| 0.05707| 0.00000| 24.1 
037/1138k| 0.37384| 0.16167| 0.09357| 0.04369| 0.07490| 0.00000| 24.7 
037/1138k| 0.35537| 0.14828| 0.09145| 0.04225| 0.07339| 0.00000| 24.1 
037/1138k| 0.34207| 0.14665| 0.09184| 0.04154| 0.06204| 0.00000| 24.5 
037/1138k| 0.42140| 0.17377| 0.09468| 0.05096| 0.10199| 0.00000| 24.7 
037/1139k| 0.39040| 0.16167| 0.09278| 0.04649| 0.08947| 0.00000| 23.9 
037/1139k| 0.39258| 0.15731| 0.09219| 0.04569| 0.09740| 0.00000| 24.7 
037/1139k| 0.36103| 0.15960| 0.09129| 0.05120| 0.05894| 0.00000| 24.5 
037/1139k| 0.41741| 0.16532| 0.09323| 0.05076| 0.10810| 0.00000| 24.3 
037/1139k| 0.39633| 0.15620| 0.09320| 0.04233| 0.10459| 0.00000| 24.5 
037/1139k| 0.36100| 0.14243| 0.09064| 0.04115| 0.08677| 0.00000| 24.7 
037/1139k| 0.38395| 0.15240| 0.09507| 0.04970| 0.08678| 0.00000| 23.7 
038/1139k| 0.39887| 0.15928| 0.09030| 0.04698| 0.10231| 0.00000| 43.9 
038/1139k| 0.36761| 0.15374| 0.09486| 0.04024| 0.07877| 0.00000| 24.2 
038/1139k| 0.38251| 0.17304| 0.09460| 0.04605| 0.06883| 0.00000| 24.8 
038/1139k| 0.39744| 0.16846| 0.09114| 0.04780| 0.09004| 0.00000| 24.8 
038/1139k| 0.39302| 0.15262| 0.09356| 0.04129| 0.10554| 0.00000| 24.6 
038/1139k| 0.39976| 0.15490| 0.09090| 0.05323| 0.10073| 0.00000| 24.3 
038/1139k| 0.38379| 0.16179| 0.09080| 0.05069| 0.08052| 0.00000| 24.7 
038/1140k| 0.36116| 0.15084| 0.09526| 0.04257| 0.07248| 0.00000| 24.8 
038/1140k| 0.39217| 0.15977| 0.09067| 0.04430| 0.09743| 0.00000| 24.6 
038/1140k| 0.35981| 0.15244| 0.09300| 0.04687| 0.06751| 0.00000| 24.7 
038/1140k| 0.39687| 0.15355| 0.09229| 0.04893| 0.10209| 0.00000| 23.8 
038/1140k| 0.40625| 0.15693| 0.09113| 0.05270| 0.10549| 0.00000| 24.6 
038/1140k| 0.38936| 0.16313| 0.09299| 0.05033| 0.08291| 0.00000| 24.0 
038/1140k| 0.39272| 0.15210| 0.09413| 0.05422| 0.09227| 0.00000| 24.5 
038/1140k| 0.37619| 0.14781| 0.09292| 0.05220| 0.08327| 0.00000| 24.7 
038/1140k| 0.35660| 0.14273| 0.09340| 0.04576| 0.07471| 0.00000| 24.7 
038/1140k| 0.34652| 0.14003| 0.09117| 0.04245| 0.07288| 0.00000| 24.4 
038/1140k| 0.38544| 0.16267| 0.09243| 0.05154| 0.07880| 0.00000| 24.6 
038/1140k| 0.35307| 0.15217| 0.08948| 0.04536| 0.06605| 0.00000| 24.5 
038/1140k| 0.35264| 0.14702| 0.09208| 0.04135| 0.07219| 0.00000| 24.6 
038/1140k| 0.41729| 0.15849| 0.09477| 0.04843| 0.11560| 0.00000| 24.6 
038/1141k| 0.34532| 0.14217| 0.09148| 0.04052| 0.07115| 0.00000| 24.2 
038/1141k| 0.39985| 0.16134| 0.09329| 0.05668| 0.08854| 0.00000| 24.8 
038/1141k| 0.40581| 0.15525| 0.09113| 0.05500| 0.10442| 0.00000| 24.7 
038/1141k| 0.37312| 0.15188| 0.09417| 0.04631| 0.08076| 0.00000| 24.4 
038/1141k| 0.41632| 0.16490| 0.09206| 0.05650| 0.10287| 0.00000| 24.1 
038/1141k| 0.37621| 0.15998| 0.09100| 0.04620| 0.07902| 0.00000| 24.6 
038/1141k| 0.38743| 0.14557| 0.09285| 0.03770| 0.11131| 0.00000| 24.8 
038/1141k| 0.36519| 0.15516| 0.09039| 0.04257| 0.07707| 0.00000| 23.5 
038/1141k| 0.38714| 0.15401| 0.09388| 0.04579| 0.09346| 0.00000| 24.6 
038/1141k| 0.38785| 0.16603| 0.09017| 0.04862| 0.08304| 0.00000| 24.8 
038/1141k| 0.34452| 0.14846| 0.08712| 0.04219| 0.06675| 0.00000| 24.6 
038/1141k| 0.36164| 0.15074| 0.09148| 0.04319| 0.07623| 0.00000| 24.0 
038/1141k| 0.36777| 0.15107| 0.09190| 0.03799| 0.08681| 0.00000| 24.6 
038/1141k| 0.40056| 0.15559| 0.09081| 0.04697| 0.10719| 0.00000| 23.8 
038/1142k| 0.39561| 0.15755| 0.08686| 0.05900| 0.09220| 0.00000| 24.7 
038/1142k| 0.35120| 0.15192| 0.09056| 0.03932| 0.06941| 0.00000| 24.7 
038/1142k| 0.36716| 0.13897| 0.09035| 0.04256| 0.09529| 0.00000| 24.5 
038/1142k| 0.37690| 0.14969| 0.09086| 0.03875| 0.09760| 0.00000| 24.7 
038/1142k| 0.37319| 0.14818| 0.09393| 0.03992| 0.09116| 0.00000| 24.4 
038/1142k| 0.36175| 0.14739| 0.08831| 0.04384| 0.08220| 0.00000| 24.6 
038/1142k| 0.35666| 0.14942| 0.09036| 0.04804| 0.06883| 0.00000| 23.5 
038/1142k| 0.33395| 0.14575| 0.09014| 0.04282| 0.05525| 0.00000| 24.6 
038/1142k| 0.42070| 0.17017| 0.09728| 0.05310| 0.10014| 0.00000| 24.6 
038/1142k| 0.43379| 0.15981| 0.09345| 0.05429| 0.12624| 0.00000| 23.5 
038/1142k| 0.38492| 0.14736| 0.09572| 0.03816| 0.10369| 0.00000| 24.5 
038/1142k| 0.37986| 0.15885| 0.09344| 0.04541| 0.08216| 0.00000| 24.7 
038/1142k| 0.37345| 0.14157| 0.08858| 0.04485| 0.09844| 0.00000| 24.8 
038/1143k| 0.37247| 0.15061| 0.09110| 0.05078| 0.07998| 0.00000| 23.8 
038/1143k| 0.45454| 0.17050| 0.09428| 0.06479| 0.12496| 0.00000| 24.6 
038/1143k| 0.36701| 0.15443| 0.09091| 0.04104| 0.08063| 0.00000| 24.5 
038/1143k| 0.39404| 0.14567| 0.09383| 0.04527| 0.10927| 0.00000| 24.8 
038/1143k| 0.36801| 0.14360| 0.09218| 0.04180| 0.09043| 0.00000| 24.5 
038/1143k| 0.37006| 0.14357| 0.09072| 0.03566| 0.10012| 0.00000| 24.8 
038/1143k| 0.39660| 0.16640| 0.09331| 0.04914| 0.08775| 0.00000| 23.6 
038/1143k| 0.38233| 0.15049| 0.09274| 0.04627| 0.09283| 0.00000| 24.2 
038/1143k| 0.38738| 0.15485| 0.09486| 0.04875| 0.08892| 0.00000| 24.8 
038/1143k| 0.38950| 0.14774| 0.09001| 0.04324| 0.10852| 0.00000| 24.7 
038/1143k| 0.40547| 0.15654| 0.09488| 0.05251| 0.10153| 0.00000| 24.4 
038/1143k| 0.37205| 0.14663| 0.08829| 0.04922| 0.08790| 0.00000| 24.6 
038/1143k| 0.42053| 0.16062| 0.09033| 0.04936| 0.12022| 0.00000| 24.4 
038/1143k| 0.38590| 0.14972| 0.09207| 0.04128| 0.10283| 0.00000| 24.4 
038/1144k| 0.39388| 0.16079| 0.09203| 0.05737| 0.08369| 0.00000| 24.7 
038/1144k| 0.38119| 0.16795| 0.09187| 0.04795| 0.07342| 0.00000| 24.7 
038/1144k| 0.40560| 0.15634| 0.09318| 0.04298| 0.11310| 0.00000| 24.8 
038/1144k| 0.38006| 0.15593| 0.09206| 0.04949| 0.08258| 0.00000| 24.3 
038/1144k| 0.41156| 0.16777| 0.09487| 0.05458| 0.09434| 0.00000| 24.6 
038/1144k| 0.37383| 0.15366| 0.09510| 0.05021| 0.07487| 0.00000| 24.7 
038/1144k| 0.36854| 0.15188| 0.09234| 0.04351| 0.08080| 0.00000| 24.1 
038/1144k| 0.38631| 0.14380| 0.08851| 0.04102| 0.11297| 0.00000| 24.7 
038/1144k| 0.40926| 0.17170| 0.09406| 0.05238| 0.09112| 0.00000| 24.6 
038/1144k| 0.35166| 0.15142| 0.09166| 0.04048| 0.06809| 0.00000| 23.5 
038/1144k| 0.38119| 0.16241| 0.09476| 0.04951| 0.07451| 0.00000| 24.5 
038/1144k| 0.39419| 0.15118| 0.09526| 0.04565| 0.10210| 0.00000| 24.5 
038/1144k| 0.37331| 0.14744| 0.09089| 0.03998| 0.09500| 0.00000| 24.7 
038/1144k| 0.35413| 0.14719| 0.09115| 0.04090| 0.07488| 0.00000| 23.7 
038/1145k| 0.37229| 0.15927| 0.09094| 0.04227| 0.07982| 0.00000| 24.3 
038/1145k| 0.37706| 0.15168| 0.09097| 0.04909| 0.08533| 0.00000| 24.8 
038/1145k| 0.38803| 0.16509| 0.09077| 0.05433| 0.07783| 0.00000| 24.0 
038/1145k| 0.40185| 0.16353| 0.09259| 0.05247| 0.09326| 0.00000| 24.7 
038/1145k| 0.39421| 0.16290| 0.09096| 0.04894| 0.09140| 0.00000| 24.8 
038/1145k| 0.36385| 0.16382| 0.09346| 0.04903| 0.05754| 0.00000| 24.5 
038/1145k| 0.39389| 0.15030| 0.09132| 0.04065| 0.11162| 0.00000| 24.4 
038/1145k| 0.42587| 0.16085| 0.09407| 0.04293| 0.12802| 0.00000| 24.8 
038/1145k| 0.43122| 0.17870| 0.09860| 0.05044| 0.10348| 0.00000| 23.2 
038/1145k| 0.41819| 0.16081| 0.09532| 0.06712| 0.09494| 0.00000| 24.5 
038/1145k| 0.37146| 0.15065| 0.09298| 0.04864| 0.07918| 0.00000| 24.8 
038/1145k| 0.39794| 0.16545| 0.09590| 0.04704| 0.08955| 0.00000| 24.5 
038/1145k| 0.44479| 0.19792| 0.09324| 0.06196| 0.09167| 0.00000| 24.4 
038/1145k| 0.36792| 0.15013| 0.09064| 0.04325| 0.08391| 0.00000| 24.7 
038/1146k| 0.36640| 0.15419| 0.09519| 0.04486| 0.07215| 0.00000| 24.2 
038/1146k| 0.41267| 0.15831| 0.09309| 0.05723| 0.10404| 0.00000| 24.7 
038/1146k| 0.41782| 0.17975| 0.09773| 0.04868| 0.09166| 0.00000| 24.7 
038/1146k| 0.37812| 0.15386| 0.09431| 0.04683| 0.08313| 0.00000| 23.4 
038/1146k| 0.39866| 0.15783| 0.09550| 0.04602| 0.09930| 0.00000| 24.6 
038/1146k| 0.34893| 0.13674| 0.08992| 0.03305| 0.08921| 0.00000| 24.7 
038/1146k| 0.43187| 0.16613| 0.09438| 0.06186| 0.10950| 0.00000| 24.6 
038/1146k| 0.37146| 0.15946| 0.09095| 0.04317| 0.07788| 0.00000| 24.6 
038/1146k| 0.37351| 0.16055| 0.09032| 0.04711| 0.07552| 0.00000| 24.5 
038/1146k| 0.41365| 0.15602| 0.09418| 0.05171| 0.11175| 0.00000| 23.5 
038/1146k| 0.42865| 0.17280| 0.09170| 0.05856| 0.10559| 0.00000| 24.8 
038/1146k| 0.42248| 0.16512| 0.09334| 0.05154| 0.11248| 0.00000| 24.5 
038/1146k| 0.37568| 0.16414| 0.08820| 0.04454| 0.07880| 0.00000| 24.6 
038/1146k| 0.38483| 0.15008| 0.09394| 0.04640| 0.09440| 0.00000| 24.4 
038/1147k| 0.40458| 0.17077| 0.09533| 0.05245| 0.08603| 0.00000| 24.7 
038/1147k| 0.36327| 0.13772| 0.08667| 0.04159| 0.09730| 0.00000| 24.5 
038/1147k| 0.36885| 0.15741| 0.09388| 0.03961| 0.07794| 0.00000| 24.7 
038/1147k| 0.35764| 0.14884| 0.09249| 0.04067| 0.07563| 0.00000| 24.0 
038/1147k| 0.37965| 0.15207| 0.08945| 0.03891| 0.09923| 0.00000| 24.8 
038/1147k| 0.40192| 0.16499| 0.09436| 0.05438| 0.08820| 0.00000| 24.8 
038/1147k| 0.36085| 0.14568| 0.09563| 0.03720| 0.08234| 0.00000| 23.4 
038/1147k| 0.40990| 0.15809| 0.09251| 0.06085| 0.09846| 0.00000| 24.5 
038/1147k| 0.41779| 0.16503| 0.09245| 0.04969| 0.11061| 0.00000| 24.6 
038/1147k| 0.36910| 0.14903| 0.08970| 0.04247| 0.08790| 0.00000| 24.7 
038/1147k| 0.38851| 0.16483| 0.09398| 0.04838| 0.08132| 0.00000| 24.5 
038/1147k| 0.34818| 0.14649| 0.08873| 0.04851| 0.06446| 0.00000| 24.6 
038/1147k| 0.35102| 0.16203| 0.09337| 0.04419| 0.05142| 0.00000| 24.7 
038/1147k| 0.35156| 0.14570| 0.08968| 0.04860| 0.06757| 0.00000| 24.7 
038/1148k| 0.38892| 0.15671| 0.09470| 0.05253| 0.08498| 0.00000| 23.3 
038/1148k| 0.36920| 0.16098| 0.09522| 0.04153| 0.07147| 0.00000| 24.6 
038/1148k| 0.37907| 0.17379| 0.09603| 0.04283| 0.06641| 0.00000| 24.7 
038/1148k| 0.35551| 0.15072| 0.09001| 0.04270| 0.07208| 0.00000| 23.5 
038/1148k| 0.41053| 0.14892| 0.09291| 0.04794| 0.12076| 0.00000| 24.7 
038/1148k| 0.39399| 0.15965| 0.09037| 0.05287| 0.09110| 0.00000| 24.6 
038/1148k| 0.39993| 0.14788| 0.09149| 0.04487| 0.11570| 0.00000| 24.6 
038/1148k| 0.39030| 0.16057| 0.09089| 0.04377| 0.09507| 0.00000| 24.7 
038/1148k| 0.39342| 0.14958| 0.08831| 0.04540| 0.11013| 0.00000| 24.7 
038/1148k| 0.39771| 0.15371| 0.09475| 0.04273| 0.10652| 0.00000| 24.1 
038/1148k| 0.39409| 0.15511| 0.09348| 0.05484| 0.09066| 0.00000| 24.7 
038/1148k| 0.38814| 0.16712| 0.09250| 0.04590| 0.08262| 0.00000| 24.3 
038/1148k| 0.35063| 0.14729| 0.09042| 0.04197| 0.07095| 0.00000| 24.5 
038/1148k| 0.38704| 0.16002| 0.09463| 0.04573| 0.08666| 0.00000| 24.2 
038/1149k| 0.39929| 0.16713| 0.09239| 0.05179| 0.08798| 0.00000| 24.5 
038/1149k| 0.37127| 0.14063| 0.09038| 0.04167| 0.09860| 0.00000| 24.6 
038/1149k| 0.38617| 0.14437| 0.09144| 0.04366| 0.10670| 0.00000| 24.2 
038/1149k| 0.37117| 0.16186| 0.09714| 0.04600| 0.06618| 0.00000| 24.6 
038/1149k| 0.42242| 0.16464| 0.09145| 0.04804| 0.11829| 0.00000| 24.7 
038/1149k| 0.38712| 0.15527| 0.09133| 0.04804| 0.09247| 0.00000| 24.5 
038/1149k| 0.40487| 0.16175| 0.09385| 0.04750| 0.10177| 0.00000| 24.5 
038/1149k| 0.39265| 0.15942| 0.09500| 0.05087| 0.08736| 0.00000| 24.6 
038/1149k| 0.36287| 0.14894| 0.09192| 0.04904| 0.07298| 0.00000| 24.0 
038/1149k| 0.38403| 0.14732| 0.09309| 0.03969| 0.10394| 0.00000| 24.5 
038/1149k| 0.39469| 0.16587| 0.09400| 0.05069| 0.08412| 0.00000| 24.5 
038/1149k| 0.35067| 0.15456| 0.09027| 0.04076| 0.06508| 0.00000| 24.0 
038/1149k| 0.42108| 0.16757| 0.09847| 0.05909| 0.09595| 0.00000| 23.7 
038/1149k| 0.40411| 0.15161| 0.08960| 0.04823| 0.11468| 0.00000| 23.7 
038/1150k| 0.36032| 0.15123| 0.09420| 0.04675| 0.06814| 0.00000| 24.7 
038/1150k| 0.40721| 0.15810| 0.09424| 0.05377| 0.10110| 0.00000| 24.1 
038/1150k| 0.32876| 0.13487| 0.08627| 0.03392| 0.07369| 0.00000| 24.8 
038/1150k| 0.38768| 0.15110| 0.09048| 0.03948| 0.10662| 0.00000| 24.7 
038/1150k| 0.37852| 0.15392| 0.09202| 0.04755| 0.08503| 0.00000| 24.8 
038/1150k| 0.37534| 0.15150| 0.09181| 0.05196| 0.08007| 0.00000| 24.7 
038/1150k| 0.36662| 0.15100| 0.09288| 0.04038| 0.08236| 0.00000| 24.7 
038/1150k| 0.35485| 0.16052| 0.09267| 0.04034| 0.06132| 0.00000| 24.6 
038/1150k| 0.39354| 0.15635| 0.09616| 0.04528| 0.09575| 0.00000| 24.5 
038/1150k| 0.37943| 0.16230| 0.09129| 0.04377| 0.08207| 0.00000| 24.7 
038/1150k| 0.40847| 0.16998| 0.09625| 0.05901| 0.08323| 0.00000| 24.4 
038/1150k| 0.38821| 0.15531| 0.09405| 0.04602| 0.09283| 0.00000| 24.7 
038/1150k| 0.36026| 0.14501| 0.09079| 0.03755| 0.08690| 0.00000| 24.4 
038/1150k| 0.41684| 0.17152| 0.09462| 0.05520| 0.09550| 0.00000| 24.3 
038/1151k| 0.39832| 0.16780| 0.09362| 0.05344| 0.08345| 0.00000| 24.7 
038/1151k| 0.39970| 0.16267| 0.09760| 0.05042| 0.08902| 0.00000| 24.7 
038/1151k| 0.37165| 0.13674| 0.09190| 0.03821| 0.10480| 0.00000| 23.9 
038/1151k| 0.37915| 0.15959| 0.09281| 0.04829| 0.07846| 0.00000| 24.4 
038/1151k| 0.40856| 0.15429| 0.09617| 0.04100| 0.11711| 0.00000| 23.4 
038/1151k| 0.35060| 0.13829| 0.08702| 0.04252| 0.08277| 0.00000| 24.7 
038/1151k| 0.38533| 0.15320| 0.09130| 0.04378| 0.09705| 0.00000| 24.6 
038/1151k| 0.36853| 0.15558| 0.09551| 0.05054| 0.06689| 0.00000| 24.7 
038/1151k| 0.37646| 0.14515| 0.09019| 0.05016| 0.09097| 0.00000| 24.8 
038/1151k| 0.37019| 0.16500| 0.08846| 0.04746| 0.06927| 0.00000| 24.4 
038/1151k| 0.36206| 0.14881| 0.09049| 0.04644| 0.07632| 0.00000| 24.5 
038/1151k| 0.36081| 0.15006| 0.09316| 0.04466| 0.07293| 0.00000| 24.6 
038/1151k| 0.37426| 0.15184| 0.09235| 0.04338| 0.08669| 0.00000| 23.4 
038/1152k| 0.37687| 0.15186| 0.09218| 0.04869| 0.08414| 0.00000| 24.8 
